Day;AnimalsCount;GrassCount;EmptyFields;MostPopularGene;AverageEnergy;AverageLifespan;AverageChildrenCount
316;24;23;55;[0, 3, 6, 5, 3, 0, 5, 3];6.44;16.95;2.48
317;20;26;56;[0, 3, 6, 5, 3, 0, 5, 3];6.0;16.91;2.52
318;17;23;62;[0, 3, 6, 5, 3, 0, 5, 3];6.62;16.91;2.62
319;21;24;56;[0, 3, 6, 5, 3, 0, 5, 3];5.96;16.91;2.59
320;26;20;57;[0, 3, 6, 5, 3, 0, 5, 3];6.11;16.91;2.59
321;20;22;60;[1, 3, 0, 1, 5, 2, 0, 7];6.0;16.9;2.69
322;15;23;63;[1, 3, 0, 1, 5, 2, 0, 7];6.74;16.87;2.78
323;18;23;61;[1, 3, 0, 1, 5, 2, 0, 7];6.24;16.96;2.64
324;21;24;57;[1, 3, 0, 1, 5, 2, 0, 7];6.33;16.94;2.71
325;18;23;60;[1, 3, 0, 1, 5, 2, 0, 7];6.46;16.93;2.75
326;15;23;66;[1, 3, 0, 1, 5, 2, 0, 7];6.96;16.91;2.83
327;15;24;62;[1, 3, 0, 1, 5, 2, 0, 7];7.71;16.91;3.05
328;18;26;59;[1, 3, 0, 1, 5, 2, 0, 7];7.9;16.88;3.15
329;19;25;60;[1, 3, 0, 1, 5, 2, 0, 7];8.05;16.88;3.15
330;18;22;64;[1, 3, 0, 1, 5, 2, 0, 7];8.55;16.88;3.15
331;15;24;63;[1, 3, 0, 1, 5, 2, 0, 7];7.3;16.88;3.0
332;22;20;60;[1, 3, 0, 1, 5, 2, 0, 7];8.05;16.95;3.05
333;17;21;66;[1, 3, 0, 1, 5, 2, 0, 7];8.52;16.94;3.1
334;19;21;62;[1, 3, 0, 1, 5, 2, 0, 7];8.5;16.94;3.05
335;17;20;65;[1, 3, 0, 1, 5, 2, 0, 7];8.48;16.94;3.0
336;18;19;65;[1, 3, 0, 1, 5, 2, 0, 7];8.42;16.94;2.96
337;18;16;69;[2, 1, 3, 1, 3, 0, 5, 2];8.32;16.94;2.92
338;19;17;66;[3, 4, 7, 3, 3, 5, 7, 3];8.16;16.94;2.92
339;17;18;68;[3, 4, 7, 3, 3, 5, 7, 3];9.0;16.98;3.14
340;18;17;67;[3, 4, 7, 3, 3, 5, 7, 3];8.74;16.98;3.09
341;17;16;68;[4, 5, 7, 5, 3, 6, 5, 5];8.33;17.05;3.04
342;16;16;70;[4, 5, 7, 5, 3, 6, 5, 5];7.85;17.04;2.92
343;15;19;67;[4, 5, 7, 5, 3, 6, 5, 5];8.12;17.02;3.08
