Day;AnimalsCount;GrassCount;EmptyFields;MostPopularGene;AverageEnergy;AverageLifespan;AverageChildrenCount
316;16;25;61;[4, 2, 6, 0, 4, 0, 5, 3];6.27;17.07;2.88
317;18;27;59;[4, 2, 6, 0, 4, 0, 5, 3];5.54;17.07;2.86
318;19;24;60;[4, 2, 6, 0, 4, 0, 5, 3];6.15;17.01;2.96
319;18;22;62;[4, 2, 6, 0, 4, 0, 5, 3];6.5;16.99;3.08
320;17;24;63;[4, 2, 6, 0, 4, 0, 5, 3];5.96;16.99;3.04
321;17;23;64;[4, 2, 6, 0, 4, 0, 5, 3];6.42;17.08;3.12
322;19;23;60;[4, 2, 6, 0, 4, 0, 5, 3];6.42;17.08;3.12
323;16;22;64;[4, 2, 6, 0, 4, 0, 5, 3];6.96;17.08;3.12
324;18;22;61;[4, 2, 6, 0, 4, 0, 5, 3];7.04;17.08;3.08
325;20;21;61;[4, 2, 6, 0, 4, 0, 5, 3];7.0;17.08;3.04
326;19;20;63;[4, 2, 6, 0, 4, 0, 5, 3];6.52;17.1;2.97
327;17;19;65;[4, 2, 6, 0, 4, 0, 5, 3];5.97;17.1;2.88
328;21;22;61;[4, 2, 6, 0, 4, 0, 5, 3];5.42;17.06;2.88
329;21;19;63;[4, 2, 6, 0, 4, 0, 5, 3];5.73;17.36;2.12
330;22;19;61;[4, 2, 6, 0, 4, 0, 5, 3];5.37;17.36;2.11
331;24;18;60;[4, 2, 6, 0, 4, 0, 5, 3];5.26;17.34;2.23
332;24;22;57;[4, 2, 6, 0, 4, 0, 5, 3];4.76;17.31;2.24
333;23;21;57;[2, 2, 4, 4, 5, 4, 0, 0];4.82;17.29;2.18
334;20;22;59;[2, 2, 4, 4, 5, 4, 0, 0];4.25;17.29;2.17
335;23;21;59;[2, 2, 4, 4, 5, 4, 0, 0];4.91;17.45;1.97
336;22;22;60;[2, 2, 4, 4, 5, 4, 0, 0];4.9;17.43;2.0
337;17;23;62;[2, 2, 4, 4, 5, 4, 0, 0];4.77;17.42;2.0
338;22;25;56;[2, 2, 4, 4, 5, 4, 0, 0];4.64;17.4;2.0
339;20;22;60;[2, 2, 4, 4, 5, 4, 0, 0];5.04;17.36;2.11
340;18;23;60;[2, 2, 4, 4, 5, 4, 0, 0];5.71;17.35;2.17
341;19;20;63;[2, 2, 4, 4, 5, 4, 0, 0];5.92;17.33;2.17
342;16;21;66;[2, 2, 4, 4, 5, 4, 0, 0];6.21;17.32;2.13
343;18;22;61;[2, 2, 4, 4, 5, 4, 0, 0];6.35;17.33;2.09
344;19;25;57;[2, 2, 4, 4, 5, 4, 0, 0];5.91;17.33;2.09
345;18;25;60;[2, 2, 4, 4, 5, 4, 0, 0];6.14;17.31;2.09
346;13;28;60;[2, 2, 4, 4, 5, 4, 0, 0];5.65;17.3;2.17
347;17;30;57;[2, 2, 4, 4, 5, 4, 0, 0];5.73;17.33;2.14
348;14;30;58;[2, 2, 4, 4, 5, 4, 0, 0];5.7;17.33;2.17
349;16;32;55;[2, 2, 4, 4, 5, 4, 0, 0];6.1;17.33;2.14
350;15;30;56;[2, 2, 4, 4, 5, 4, 0, 0];6.38;17.33;2.14
351;17;30;54;[2, 2, 4, 4, 5, 4, 0, 0];6.38;17.33;2.14
352;17;30;57;[2, 2, 4, 4, 5, 4, 0, 0];6.14;17.33;2.14
353;17;28;59;[2, 2, 4, 4, 5, 4, 0, 0];6.71;17.32;2.14
354;13;30;60;[6, 2, 6, 2, 2, 2, 6, 0];6.95;17.31;2.2
355;13;30;60;[6, 2, 6, 2, 2, 2, 6, 0];7.2;17.31;2.2
356;14;32;57;[6, 2, 6, 2, 2, 2, 6, 0];7.15;17.31;2.2
357;15;33;55;[6, 2, 6, 2, 2, 2, 6, 0];7.15;17.29;2.3
358;14;36;53;[6, 2, 6, 2, 2, 2, 6, 0];6.27;17.29;2.27
359;14;34;56;[6, 2, 6, 2, 2, 2, 6, 0];6.61;17.29;2.26
360;17;35;52;[6, 2, 6, 2, 2, 2, 6, 0];6.61;17.29;2.26
361;14;33;57;[6, 2, 6, 2, 2, 2, 6, 0];7.13;17.26;2.3
362;17;34;52;[6, 2, 6, 2, 2, 2, 6, 0];6.79;17.26;2.29
363;18;33;52;[6, 2, 6, 2, 2, 2, 6, 0];6.6;17.26;2.28
364;18;35;51;[6, 2, 6, 2, 2, 2, 6, 0];6.28;17.26;2.28
365;16;32;55;[6, 2, 6, 2, 2, 2, 6, 0];6.64;17.22;2.32
366;18;33;53;[6, 2, 6, 2, 2, 2, 6, 0];6.19;17.22;2.3
367;18;33;51;[6, 2, 6, 2, 2, 2, 6, 0];5.57;17.22;2.27
368;20;30;53;[2, 2, 5, 7, 6, 4, 3, 5];5.77;17.2;2.27
369;22;27;54;[2, 2, 5, 7, 6, 4, 3, 5];6.24;17.2;2.24
370;21;29;52;[2, 2, 5, 7, 6, 4, 3, 5];5.6;17.2;2.23
371;23;26;54;[2, 2, 5, 7, 6, 4, 3, 5];6.0;17.31;1.9
372;19;26;58;[2, 2, 5, 7, 6, 4, 3, 5];6.25;17.3;1.93
373;18;24;59;[2, 2, 5, 7, 6, 4, 3, 5];6.28;17.27;1.93
374;19;19;64;[4, 5, 1, 0, 5, 3, 4, 3];6.6;17.28;1.93
375;21;21;59;[4, 5, 1, 0, 5, 3, 4, 3];5.88;17.28;1.94
376;20;24;58;[4, 5, 1, 0, 5, 3, 4, 3];5.47;17.27;1.91
377;22;21;60;[4, 5, 1, 0, 5, 3, 4, 3];5.72;17.21;1.94
378;20;22;60;[4, 5, 1, 0, 5, 3, 4, 3];5.77;17.18;2.0
379;18;26;59;[4, 5, 1, 0, 5, 3, 4, 3];5.55;17.28;1.86
380;20;25;58;[4, 5, 1, 0, 5, 3, 4, 3];5.69;17.28;1.86
381;19;23;62;[4, 5, 1, 0, 5, 3, 4, 3];5.53;17.28;1.87
382;19;25;59;[4, 2, 6, 7, 7, 7, 5, 1];5.34;17.32;1.83
383;18;24;61;[4, 2, 6, 7, 7, 7, 5, 1];5.88;17.27;1.85
384;18;22;61;[4, 2, 6, 7, 7, 7, 5, 1];5.71;17.27;1.86
385;21;24;58;[4, 2, 6, 7, 7, 7, 5, 1];5.17;17.27;1.9
386;17;26;59;[4, 2, 6, 7, 7, 7, 5, 1];4.63;17.27;1.9
387;21;22;59;[4, 2, 6, 0, 4, 0, 5, 3];5.14;17.3;1.97
388;16;22;62;[2, 2, 6, 5, 4, 0, 4, 2];5.5;17.26;2.0
389;19;22;62;[2, 2, 6, 5, 4, 0, 4, 2];5.88;17.27;1.96
390;15;24;62;[2, 2, 6, 5, 4, 0, 4, 2];6.22;17.28;1.96
391;15;25;63;[2, 2, 6, 5, 4, 0, 4, 2];5.76;17.28;1.96
392;17;25;60;[4, 2, 6, 0, 4, 0, 5, 3];5.96;17.27;2.04
393;18;25;59;[4, 2, 6, 0, 4, 0, 5, 3];6.04;17.27;2.04
394;18;22;63;[4, 2, 6, 0, 4, 0, 5, 3];6.08;17.27;2.04
395;18;22;62;[4, 2, 6, 0, 4, 0, 5, 3];6.11;17.31;2.04
396;14;23;64;[2, 2, 6, 5, 4, 0, 4, 2];6.72;17.27;2.08
397;16;22;64;[2, 2, 6, 5, 4, 0, 4, 2];7.4;17.27;2.24
398;17;19;66;[2, 0, 4, 0, 2, 2, 1, 3];7.14;17.27;2.25
399;20;20;61;[2, 0, 4, 0, 2, 2, 1, 3];6.53;17.27;2.23
400;20;20;62;[2, 2, 7, 4, 1, 2, 4, 0];6.53;17.26;2.27
401;19;23;61;[2, 2, 7, 4, 1, 2, 4, 0];6.06;17.25;2.26
402;19;23;60;[2, 2, 7, 4, 1, 2, 4, 0];5.48;17.25;2.24
403;22;25;54;[2, 2, 7, 4, 1, 2, 4, 0];5.35;17.18;2.29
404;21;24;59;[2, 2, 7, 4, 1, 2, 4, 0];5.29;17.16;2.32
405;18;25;60;[2, 2, 7, 4, 1, 2, 4, 0];5.75;17.46;1.86
406;22;26;55;[2, 2, 7, 4, 1, 2, 4, 0];5.36;17.46;1.86
407;20;26;57;[2, 2, 7, 4, 1, 2, 4, 0];5.25;17.43;1.89
408;20;25;58;[2, 2, 7, 4, 1, 2, 4, 0];5.21;17.43;1.9
409;19;22;63;[2, 2, 7, 4, 1, 2, 4, 0];5.5;17.41;1.93
410;18;21;63;[2, 2, 7, 4, 1, 2, 4, 0];6.0;17.38;2.12
411;16;22;64;[3, 0, 4, 5, 7, 7, 0, 5];5.68;17.38;2.11
412;18;21;62;[3, 0, 4, 5, 7, 7, 0, 5];6.0;17.41;2.07
413;15;24;64;[3, 0, 4, 5, 7, 7, 0, 5];5.48;17.41;2.11
414;19;24;61;[3, 0, 4, 5, 7, 7, 0, 5];5.52;17.38;2.07
415;18;21;62;[3, 0, 4, 5, 7, 7, 0, 5];6.28;17.44;2.0
416;14;23;65;[3, 0, 4, 5, 7, 7, 0, 5];6.0;17.44;2.0
417;18;22;63;[3, 0, 4, 5, 7, 7, 0, 5];5.78;17.44;2.0
418;19;22;60;[3, 0, 4, 5, 7, 7, 0, 5];6.23;17.42;2.04
419;16;22;64;[3, 0, 4, 5, 7, 7, 0, 5];6.65;17.45;1.92
420;17;25;60;[3, 0, 4, 5, 7, 7, 0, 5];5.68;17.45;1.93
421;14;25;65;[2, 7, 1, 7, 5, 4, 1, 0];6.04;17.49;1.81
422;17;24;61;[0, 2, 4, 2, 3, 4, 4, 4];6.27;17.44;1.81
423;15;23;65;[0, 2, 4, 2, 3, 4, 4, 4];7.68;17.4;1.64
424;16;19;66;[0, 2, 4, 2, 3, 4, 4, 4];8.23;17.4;1.64
425;17;22;61;[0, 2, 4, 2, 3, 4, 4, 4];7.82;17.4;1.64
426;17;23;63;[0, 2, 4, 2, 3, 4, 4, 4];7.77;17.38;1.64
427;16;23;63;[7, 4, 2, 1, 4, 2, 0, 4];7.68;17.37;1.73
428;17;25;59;[7, 4, 2, 1, 4, 2, 0, 4];7.45;17.37;1.73
429;18;25;61;[7, 4, 2, 1, 4, 2, 0, 4];7.86;17.36;1.71
430;12;27;62;[7, 4, 2, 1, 4, 2, 0, 4];8.35;17.32;1.8
431;15;28;58;[7, 4, 2, 1, 4, 2, 0, 4];8.1;17.32;1.81
432;19;30;53;[7, 4, 2, 1, 4, 2, 0, 4];7.76;17.32;1.81
433;16;28;58;[7, 4, 2, 1, 4, 2, 0, 4];7.73;17.32;1.82
434;17;28;58;[7, 4, 2, 1, 4, 2, 0, 4];7.73;17.32;1.82
435;17;26;58;[7, 4, 2, 1, 4, 2, 0, 4];8.33;17.31;1.9
436;16;25;62;[7, 4, 2, 1, 4, 2, 0, 4];8.32;17.31;1.91
437;17;23;62;[7, 4, 2, 1, 4, 2, 0, 4];8.0;17.31;1.92
438;19;24;60;[2, 3, 5, 0, 0, 4, 1, 0];7.52;17.31;1.92
439;17;26;60;[2, 3, 5, 0, 0, 4, 1, 0];7.28;17.31;1.92
440;19;23;61;[7, 4, 2, 1, 4, 2, 0, 4];7.48;17.31;1.92
441;20;23;60;[7, 4, 2, 1, 4, 2, 0, 4];7.32;17.29;1.96
442;15;23;63;[7, 4, 2, 1, 4, 2, 0, 4];7.12;17.26;2.0
443;18;20;64;[7, 4, 2, 1, 4, 2, 0, 4];7.28;17.31;2.04
444;20;23;59;[2, 3, 5, 0, 0, 4, 1, 0];6.8;17.31;1.96
445;18;24;60;[2, 3, 5, 0, 0, 4, 1, 0];6.31;17.31;1.96
446;19;26;58;[2, 3, 5, 0, 0, 4, 1, 0];6.0;17.31;1.96
447;19;29;54;[2, 3, 5, 0, 0, 4, 1, 0];6.0;17.31;1.92
448;19;27;57;[2, 3, 5, 0, 0, 4, 1, 0];5.96;17.31;1.93
449;20;25;58;[2, 3, 5, 0, 0, 4, 1, 0];6.64;17.28;2.04
450;16;25;62;[2, 3, 5, 0, 0, 4, 1, 0];6.56;17.29;2.04
451;20;23;62;[2, 7, 1, 7, 5, 4, 1, 0];7.0;17.24;2.12
452;17;24;61;[2, 7, 1, 7, 5, 4, 1, 0];7.04;17.31;1.89
453;17;24;61;[1, 0, 2, 1, 6, 1, 0, 7];6.93;17.31;1.89
454;19;19;66;[1, 0, 2, 1, 6, 1, 0, 7];7.28;17.34;1.93
455;18;20;64;[1, 0, 2, 1, 6, 1, 0, 7];6.87;17.34;1.94
456;25;18;60;[1, 0, 2, 1, 6, 1, 0, 7];6.94;17.34;1.94
457;20;20;61;[1, 0, 2, 1, 6, 1, 0, 7];7.14;17.36;1.93
458;21;21;61;[1, 0, 2, 1, 6, 1, 0, 7];7.03;17.34;1.93
459;21;22;60;[1, 0, 2, 1, 6, 1, 0, 7];6.77;17.34;1.94
460;18;22;61;[1, 0, 2, 1, 6, 1, 0, 7];6.76;17.37;1.91
461;23;21;58;[1, 0, 2, 1, 6, 1, 0, 7];6.94;17.36;1.97
462;20;22;59;[1, 0, 2, 1, 6, 1, 0, 7];6.03;17.36;1.98
463;24;22;56;[6, 0, 2, 3, 3, 5, 0, 2];5.8;17.31;2.03
464;15;22;65;[6, 0, 2, 3, 3, 5, 0, 2];6.22;17.29;2.03
465;23;22;59;[6, 0, 2, 3, 3, 5, 0, 2];6.14;17.23;2.0
466;24;20;59;[6, 0, 2, 3, 3, 5, 0, 2];5.89;17.23;2.0
467;23;19;61;[6, 0, 2, 3, 3, 5, 0, 2];6.29;17.17;2.06
468;23;18;61;[6, 0, 2, 3, 3, 5, 0, 2];6.06;17.14;2.14
469;21;21;61;[6, 0, 2, 3, 3, 5, 0, 2];5.47;17.12;2.11
470;19;20;63;[6, 0, 2, 3, 3, 5, 0, 2];5.49;17.06;2.2
471;22;17;64;[6, 0, 2, 3, 3, 5, 0, 2];5.71;17.06;2.17
472;20;18;64;[6, 0, 2, 3, 3, 5, 0, 2];6.0;17.01;2.18
473;21;17;63;[5, 4, 7, 6, 2, 7, 0, 7];5.91;17.0;2.24
474;19;17;68;[5, 4, 7, 6, 2, 7, 0, 7];5.76;16.97;2.15
475;22;15;64;[5, 4, 7, 6, 2, 7, 0, 7];5.97;16.94;2.12
476;21;16;64;[5, 4, 7, 6, 2, 7, 0, 7];5.5;16.96;2.03
477;21;16;64;[5, 4, 7, 6, 2, 7, 0, 7];5.97;17.02;2.03
478;23;16;64;[5, 4, 7, 6, 2, 7, 0, 7];5.69;17.01;2.0
479;21;14;67;[5, 4, 7, 6, 2, 7, 0, 7];6.48;16.97;2.03
480;22;14;68;[3, 3, 0, 3, 6, 3, 3, 5];6.21;16.97;2.03
481;22;15;65;[6, 2, 1, 3, 3, 5, 6, 2];6.07;16.97;2.04
482;20;15;67;[6, 2, 1, 3, 3, 5, 6, 2];6.19;16.95;2.07
483;21;15;65;[6, 2, 1, 3, 3, 5, 6, 2];5.96;16.95;2.07
